mass,mass units,time,time units,temperature,temperature units
8.822068788582916,mg,76.38202707846392,min,320.0,Kelvin
8.789863510218328,mg,77.54100595368965,min,320.0,Kelvin
8.79661172340317,mg,78.6999848289154,min,320.0,Kelvin
8.741530363943863,mg,79.85896370414113,min,320.0,Kelvin
8.759221357038918,mg,81.01794257936689,min,320.0,Kelvin
8.736822390815565,mg,82.17692145459262,min,320.0,Kelvin
8.683915765053431,mg,83.33590032981837,min,320.0,Kelvin
8.658404108645042,mg,84.49487920504413,min,320.0,Kelvin
8.668600917222795,mg,85.65385808026986,min,320.0,Kelvin
8.652409357368535,mg,86.81283695549561,min,320.0,Kelvin
8.644650000629863,mg,87.97181583072134,min,320.0,Kelvin
8.626573251001714,mg,89.1307947059471,min,320.0,Kelvin
8.591944029046202,mg,90.28977358117282,min,320.0,Kelvin
8.59987623238602,mg,91.44875245639858,min,320.0,Kelvin
8.587668602287273,mg,92.60773133162431,min,320.0,Kelvin
8.554489315376554,mg,93.76671020685006,min,320.0,Kelvin
8.555541576878037,mg,94.92568908207579,min,320.0,Kelvin
8.515136773912248,mg,96.08466795730155,min,320.0,Kelvin
8.491920187125848,mg,97.24364683252728,min,320.0,Kelvin
8.480729077685535,mg,98.40262570775303,min,320.0,Kelvin
8.483611398803006,mg,99.56160458297879,min,320.0,Kelvin
8.477957834699698,mg,100.72058345820452,min,320.0,Kelvin
8.460801919094857,mg,101.87956233343027,min,320.0,Kelvin
8.471913924760285,mg,103.038541208656,min,320.0,Kelvin
8.421968628256225,mg,104.19752008388176,min,320.0,Kelvin
8.431152634806757,mg,105.35649895910748,min,320.0,Kelvin
8.420775095934983,mg,106.51547783433324,min,320.0,Kelvin
8.423012735152271,mg,107.67445670955897,min,320.0,Kelvin
8.392776657832298,mg,108.83343558478472,min,320.0,Kelvin
8.375474160862442,mg,109.99241446001045,min,320.0,Kelvin
8.376160812243407,mg,111.15139333523621,min,320.0,Kelvin
8.34092433941455,mg,112.31037221046194,min,320.0,Kelvin
8.342463217639803,mg,113.46935108568769,min,320.0,Kelvin
8.357044165363252,mg,114.62832996091345,min,320.0,Kelvin
8.33327250763091,mg,115.78730883613918,min,320.0,Kelvin
8.304333591323456,mg,116.94628771136493,min,320.0,Kelvin
8.317570473187581,mg,118.10526658659066,min,320.0,Kelvin
8.30558355681631,mg,119.26424546181642,min,320.0,Kelvin
8.32742868060081,mg,120.42322433704214,min,320.0,Kelvin
8.297386744832753,mg,121.5822032122679,min,320.0,Kelvin
8.292158231433667,mg,122.74118208749363,min,320.0,Kelvin
8.28893820918983,mg,123.90016096271938,min,320.0,Kelvin
8.281672911866313,mg,125.05913983794511,min,320.0,Kelvin
8.266814476878166,mg,126.21811871317087,min,320.0,Kelvin
8.263578152297713,mg,127.3770975883966,min,320.0,Kelvin
8.26071096879455,mg,128.53607646362235,min,320.0,Kelvin
8.272938785925314,mg,129.6950553388481,min,320.0,Kelvin
8.253006156622293,mg,130.85403421407383,min,320.0,Kelvin
8.219691377277709,mg,132.01301308929956,min,320.0,Kelvin
