mass,mass units,time,time units,temperature,temperature units
8.880521115562752,mg,32.00301369347278,min,325.0,Kelvin
8.860274228741314,mg,32.496091516031676,min,325.0,Kelvin
8.840333955762466,mg,32.98916933859057,min,325.0,Kelvin
8.82070917130547,mg,33.48224716114946,min,325.0,Kelvin
8.801408049801795,mg,33.97532498370835,min,325.0,Kelvin
8.782438072030873,mg,34.468402806267235,min,325.0,Kelvin
8.7638060330884,mg,34.96148062882612,min,325.0,Kelvin
8.745518051662769,mg,35.45455845138502,min,325.0,Kelvin
8.72757958055311,mg,35.947636273943914,min,325.0,Kelvin
8.709995418360576,mg,36.4407140965028,min,325.0,Kelvin
8.692769722282943,mg,36.93379191906169,min,325.0,Kelvin
8.675906021941463,mg,37.42686974162058,min,325.0,Kelvin
8.659407234167855,mg,37.91994756417947,min,325.0,Kelvin
8.643275678678808,mg,38.41302538673836,min,325.0,Kelvin
8.62751309456494,mg,38.90610320929726,min,325.0,Kelvin
8.612120657521135,mg,39.399181031856145,min,325.0,Kelvin
8.59709899774533,mg,39.89225885441503,min,325.0,Kelvin
8.582448218433337,mg,40.38533667697392,min,325.0,Kelvin
8.568167914797925,mg,40.87841449953281,min,325.0,Kelvin
8.554257193541368,mg,41.37149232209171,min,325.0,Kelvin
8.540714692711806,mg,41.8645701446506,min,325.0,Kelvin
8.527538601875122,mg,42.35764796720949,min,325.0,Kelvin
8.514726682535624,mg,42.850725789768376,min,325.0,Kelvin
8.502276288740557,mg,43.343803612327264,min,325.0,Kelvin
8.490184387805389,mg,43.83688143488615,min,325.0,Kelvin
8.478447581098866,mg,44.329959257445054,min,325.0,Kelvin
8.467062124829074,mg,44.82303708000394,min,325.0,Kelvin
8.456023950774052,mg,45.31611490256283,min,325.0,Kelvin
8.445328686902963,mg,45.80919272512172,min,325.0,Kelvin
8.434971677836353,mg,46.30227054768061,min,325.0,Kelvin
8.424948005096674,mg,46.79534837023951,min,325.0,Kelvin
8.415252507102924,mg,47.2884261927984,min,325.0,Kelvin
8.40587979886601,mg,47.781504015357285,min,325.0,Kelvin
8.396824291344224,mg,48.27458183791617,min,325.0,Kelvin
8.388080210421036,mg,48.76765966047506,min,325.0,Kelvin
8.379641615470247,mg,49.26073748303395,min,325.0,Kelvin
8.371502417476371,mg,49.75381530559285,min,325.0,Kelvin
8.363656396680938,mg,50.24689312815174,min,325.0,Kelvin
8.356097219728214,mg,50.73997095071063,min,325.0,Kelvin
8.348818456286633,mg,51.233048773269516,min,325.0,Kelvin
8.341813595124929,mg,51.726126595828404,min,325.0,Kelvin
8.335076059624674,mg,52.21920441838729,min,325.0,Kelvin
8.32859922271355,mg,52.712282240946195,min,325.0,Kelvin
8.322376421206226,mg,53.20536006350508,min,325.0,Kelvin
8.316400969542222,mg,53.69843788606397,min,325.0,Kelvin
8.310666172912562,mg,54.19151570862286,min,325.0,Kelvin
8.30516533976926,mg,54.68459353118175,min,325.0,Kelvin
8.299891793714053,mg,55.177671353740635,min,325.0,Kelvin
8.294838884764786,mg,55.67074917629954,min,325.0,Kelvin
8.29,mg,56.163826998858426,min,325.0,Kelvin
